sq_mt_built,n_rooms,n_bathrooms,n_floors,buy_price,is_renewal_needed,has_lift,is_exterior,has_parking,energy_certificate,house_type
59.0,0,2,1,125900,1,0,0,0,0,0
52.0,2,1,1,135000,1,0,1,0,0,0
95.0,3,1,1,168000,0,0,1,0,3,0
58.0,2,1,1,129000,0,1,1,0,0,0
80.0,3,1,1,160000,1,1,1,0,0,0
85.0,3,1,2,149990,0,1,1,0,0,3
51.0,3,1,1,125599,0,0,1,0,1,0
75.0,2,1,1,175000,0,1,1,1,0,0
36.0,0,1,1,125000,0,1,1,0,0,2
50.0,1,1,1,187000,0,1,1,0,0,0
91.0,3,2,1,328000,0,1,1,0,0,0
80.0,2,2,1,253000,0,1,1,0,0,0
75.0,2,1,1,230000,0,0,1,0,0,0
61.0,3,1,1,169000,0,0,1,0,0,0
78.0,2,1,1,140000,0,0,1,0,1,0
97.0,3,2,1,297150,0,1,1,0,0,0
90.0,3,1,1,260000,0,1,1,0,0,0
79.0,3,1,1,198000,0,1,1,1,0,0
66.0,3,1,1,165000,0,1,1,0,0,0
90.0,2,2,1,340000,0,1,1,1,0,0
52.0,3,1,1,103000,0,0,1,0,2,0
66.0,2,1,1,126000,0,0,1,0,0,0
58.0,2,1,1,105000,0,0,1,0,0,0
67.0,2,1,1,149000,0,0,1,0,0,0
70.0,2,1,1,120000,1,0,1,0,0,0
68.0,3,1,1,130000,0,0,1,0,0,0
74.0,2,2,1,165000,0,1,1,0,3,0
77.0,3,1,1,169900,1,1,1,0,0,0
98.0,3,1,1,230000,0,1,1,1,0,0
90.0,3,2,1,363000,0,1,1,1,3,0
75.0,3,1,1,184000,0,1,1,0,0,0
75.0,3,1,1,125900,1,0,1,0,1,0
105.0,3,2,1,450000,0,1,1,0,0,0
75.0,3,1,1,380000,0,1,1,1,0,0
113.0,3,1,1,240000,0,1,1,1,0,0
133.0,4,2,1,370000,0,1,1,1,3,0
80.0,3,1,1,225000,0,1,1,0,0,0
58.0,2,1,1,112000,0,0,1,0,0,0
56.0,2,1,1,105500,1,0,1,0,0,0
62.0,3,1,1,150000,0,0,1,0,0,0
25.0,1,1,1,99900,0,0,1,0,5,4
110.0,3,2,1,299000,0,1,1,0,0,0
48.0,1,1,1,127000,0,0,1,0,0,0
56.0,2,1,1,128000,0,0,1,0,0,0
65.0,2,1,1,126000,0,0,1,0,0,0
101.0,4,1,1,220000,0,0,1,1,0,0
75.0,3,1,1,202000,0,1,1,0,0,0
73.0,3,1,1,180000,0,1,1,1,0,0
55.0,1,1,1,175000,0,0,0,0,0,0
63.0,2,1,1,220000,0,1,1,1,7,0
54.0,1,1,1,105892,0,0,1,0,1,0
87.0,3,2,1,198000,0,1,1,0,0,0
80.0,3,2,2,170000,0,0,1,0,0,1
60.0,3,1,1,120000,1,0,1,0,0,0
30.0,0,1,1,99900,0,0,1,0,0,2
110.0,3,1,1,255000,1,1,1,1,0,0
79.0,2,1,1,179000,0,1,1,0,0,0
60.0,2,1,1,160000,0,0,1,0,0,0
168.0,5,2,1,399999,0,1,1,1,0,0
99.0,3,1,1,336000,1,1,1,0,0,0
55.0,1,2,1,207000,0,1,1,0,0,4
168.0,5,2,1,400000,0,1,1,1,0,0
80.0,3,1,1,155000,0,1,1,0,0,0
78.0,3,1,1,165000,1,1,1,1,0,0
82.0,2,2,1,305000,0,1,1,1,3,0
68.0,1,1,1,103000,1,0,1,0,0,0
120.0,4,2,1,260000,0,1,1,0,0,0
114.0,3,1,1,325000,0,1,1,1,0,0
45.0,1,1,1,155000,0,0,0,0,0,0
34.0,0,1,1,99900,0,0,1,0,0,2
50.0,2,1,1,130000,0,0,1,0,1,0
54.0,2,1,1,129000,0,0,1,0,0,0
63.0,2,1,1,130000,0,0,1,0,2,0
200.0,4,2,1,414900,0,1,1,0,0,0
56.0,2,1,1,110000,1,0,1,0,0,0
44.0,1,1,1,156000,0,0,1,0,0,0
66.0,3,1,1,139900,1,0,1,0,0,0
114.0,4,2,1,350000,0,1,1,0,0,0
80.0,3,1,1,159000,0,0,1,0,0,0
90.0,3,2,1,209000,0,0,1,0,0,0
150.0,3,2,1,190000,1,1,1,1,0,0
120.0,4,2,2,205000,0,0,1,0,0,1
45.0,2,1,1,132000,0,0,0,0,0,0
72.0,1,1,1,145000,0,0,1,0,0,0
150.0,4,2,1,578000,0,1,1,1,0,0
41.0,0,1,1,165000,0,1,1,0,3,0
120.0,4,2,1,280000,0,0,1,0,0,0
99.0,3,1,1,220000,1,1,1,0,0,0
70.0,2,1,1,186000,0,0,1,0,0,0
125.0,3,2,1,385000,0,1,1,1,4,0
80.0,0,1,1,176000,0,0,1,0,6,2
49.0,1,1,1,169999,0,1,1,1,3,0
65.0,1,1,1,210000,0,1,1,1,3,0
57.0,1,1,1,169000,0,1,1,0,0,0
70.0,2,1,1,235000,0,1,1,0,6,0
66.0,3,1,1,163000,0,0,1,0,0,0
44.0,1,1,1,145000,0,0,1,0,0,0
92.0,2,1,1,222000,0,1,1,0,1,0
65.0,2,1,1,135000,0,0,1,0,0,0
85.0,3,1,1,149000,0,1,1,0,0,0
90.0,3,1,1,180000,0,0,1,0,0,0
50.0,1,1,1,107000,0,0,1,0,0,0
70.0,3,1,1,160000,0,0,1,1,0,0
77.0,3,1,1,154000,0,1,1,0,7,0
86.0,3,1,1,210000,0,0,1,1,0,0
60.0,3,1,1,140000,1,0,1,1,3,0
70.0,3,2,1,145000,1,0,1,0,1,0
87.0,2,1,1,244000,0,1,1,0,6,0
90.0,3,1,1,270000,0,1,1,0,0,0
98.0,2,3,1,275000,0,1,1,0,5,0
102.0,3,3,1,285000,0,1,1,0,4,0
75.0,3,1,1,169000,0,0,1,0,0,0
50.0,2,1,1,129000,0,0,1,0,0,0
200.0,4,3,2,500000,0,0,1,1,7,1
67.0,2,1,1,178000,0,0,1,0,2,0
66.0,2,1,1,172000,1,1,1,0,0,0
140.0,4,3,1,420000,0,1,1,1,0,0
60.0,3,1,1,180000,0,0,1,0,5,0
95.0,2,1,1,260000,0,1,1,0,4,0
60.0,1,1,1,183500,0,1,1,0,0,0
140.0,4,2,2,300000,0,0,1,0,0,3
110.0,0,2,1,180000,0,0,1,0,0,2
105.0,3,2,1,279000,0,1,1,1,0,0
130.0,4,2,1,385000,0,1,1,1,3,0
100.0,2,1,1,300000,0,0,1,0,0,4
60.0,3,1,1,180000,0,0,1,0,5,0
115.0,4,2,1,390000,1,1,1,0,0,0
62.0,2,1,1,128000,0,0,1,0,0,0
121.0,4,2,1,390000,0,1,1,1,0,0
200.0,5,2,2,240000,0,0,1,0,0,3
55.0,2,1,1,158000,0,0,1,0,0,0
110.0,3,2,1,365000,0,1,1,1,5,0
68.0,3,1,1,160000,0,1,1,0,0,0
60.0,2,2,1,145500,0,0,1,0,0,0
104.0,3,2,1,350000,0,1,1,0,0,0
96.0,3,2,1,218000,0,1,1,1,0,0
98.0,2,1,1,240000,0,1,1,1,0,0
70.0,2,1,1,115000,1,0,1,0,0,0
55.0,2,1,1,124000,0,0,1,0,5,0
67.0,3,1,1,135000,0,0,1,1,0,0
65.0,3,1,1,170000,0,0,1,0,7,0
75.0,2,1,1,175000,0,1,1,1,0,0
96.0,3,1,1,288000,0,1,1,0,0,0
46.0,2,1,1,114000,0,0,1,0,0,0
35.0,1,1,1,115000,0,0,1,0,0,0
75.0,3,1,1,265000,0,0,1,0,0,0
78.0,2,1,1,155000,1,0,1,0,0,0
67.0,2,2,1,151000,0,1,1,0,7,0
78.0,2,1,1,160000,0,0,1,0,0,0
52.0,1,1,1,210000,0,1,1,1,0,0
63.0,3,1,1,100000,1,1,1,0,0,0
56.0,2,1,1,115000,0,1,0,0,0,0
68.0,2,1,1,140000,0,0,1,0,1,0
75.0,2,1,1,147000,0,0,1,0,0,0
50.0,3,1,1,180000,0,0,1,0,4,0
65.0,2,1,1,209000,0,1,1,0,4,0
65.0,2,1,1,204000,0,1,1,0,0,0
75.0,0,1,1,224000,0,1,1,0,0,2
75.0,3,1,1,229000,0,1,1,0,4,0
80.0,3,1,1,235000,0,1,1,0,0,0
68.0,3,1,1,230000,0,1,1,0,0,0
125.0,3,1,1,600000,0,1,1,0,0,4
65.0,3,1,1,110000,1,0,1,0,1,0
98.0,3,1,1,265000,1,1,1,0,3,0
75.0,2,1,1,222000,0,1,1,0,0,0
72.0,3,1,1,169000,0,1,1,0,4,0
42.0,1,1,1,87000,0,0,1,0,0,0
70.0,2,1,1,205000,0,0,1,0,0,0
90.0,3,1,1,290000,0,1,1,0,0,0
65.0,3,1,1,149900,0,0,1,0,0,0
64.0,3,1,1,145000,0,0,1,0,0,0
80.0,2,2,1,195000,0,1,1,1,0,0
70.0,2,1,1,189000,0,0,1,0,0,0
101.0,3,1,1,108000,0,0,1,0,1,0
58.0,2,1,1,129000,0,0,1,0,0,0
140.0,4,2,1,451000,0,1,1,1,0,0
105.0,4,2,1,390000,0,1,1,0,0,4
90.0,3,1,1,200000,0,1,1,1,5,0
90.0,3,2,1,240000,0,1,1,0,0,0
180.0,5,2,1,350000,1,0,1,0,0,0
84.0,2,1,1,239000,0,0,1,0,1,0
75.0,3,1,1,160000,0,1,1,0,0,0
75.0,2,1,1,175000,1,1,1,0,0,0
64.0,2,1,1,229000,0,1,1,1,7,0
84.0,0,2,1,140000,0,0,1,0,0,2
100.0,2,1,1,390000,0,1,1,1,0,4
105.0,3,1,1,230000,0,1,1,1,3,0
91.0,3,2,1,170000,1,0,0,0,1,0
140.0,4,2,1,450000,1,1,1,0,0,0
220.0,5,2,1,470000,0,1,1,1,7,0
86.0,3,2,1,305000,0,1,1,1,5,0
72.0,3,1,1,134000,1,0,1,0,0,0
91.0,2,1,1,222000,1,1,1,0,0,0
67.0,3,1,1,145000,0,0,1,1,0,0
80.0,2,1,2,149000,0,1,1,0,3,3
70.0,2,1,1,109000,1,0,1,0,0,0
59.0,1,2,1,125900,0,0,1,0,1,0
62.0,3,1,1,150000,0,0,1,0,1,0
65.0,2,1,1,126000,0,0,1,0,1,0
80.0,3,2,1,215000,0,1,1,1,0,0
103.0,4,2,1,240000,0,1,1,0,0,0
90.0,3,1,1,195000,0,1,1,1,4,0
62.0,3,1,1,149000,0,0,1,0,0,0
60.0,3,1,1,149000,0,0,1,0,2,0
63.0,2,1,1,145000,0,1,1,0,0,0
70.0,2,1,1,178000,0,1,1,0,0,0
88.0,3,2,1,317000,0,1,1,0,0,0
78.0,2,1,1,99900,0,0,1,0,0,0
83.0,3,1,1,219000,0,1,1,0,0,0
128.0,3,2,1,240000,1,0,1,0,5,0
31.0,0,1,1,99900,0,0,1,0,5,2
76.0,2,1,1,240000,0,1,1,0,7,0
75.0,3,1,1,123200,1,1,1,0,0,0
60.0,2,1,1,160000,0,0,1,0,0,0
58.0,2,1,1,168000,0,0,1,0,0,0
120.0,4,2,1,550000,0,0,1,1,0,1
70.0,1,1,1,185000,0,1,1,0,7,0
70.0,3,2,1,149000,0,0,1,0,1,0
50.0,2,1,1,114000,0,0,1,0,4,0
148.0,4,3,1,359000,0,1,1,0,5,0
30.0,0,1,1,158000,0,0,1,1,0,2
220.0,0,1,1,160000,0,0,1,0,0,2
82.0,3,1,1,163999,0,1,1,0,0,0
60.0,2,1,1,198000,0,0,1,0,0,0
52.0,2,1,1,101890,1,0,1,0,0,0
66.0,2,1,1,130000,0,1,1,0,3,0
41.0,3,1,1,100000,0,0,1,0,1,0
71.0,3,1,1,120000,0,0,1,0,3,0
66.0,2,1,1,130000,0,1,1,0,3,0
41.0,3,1,1,100000,0,0,1,0,1,0
30.0,0,1,1,99900,0,0,1,0,0,2
80.0,3,1,1,139000,1,0,1,0,0,0
128.0,4,2,1,198000,0,1,1,0,0,0
42.0,2,1,1,165000,0,0,1,0,0,0
65.0,3,1,1,130000,1,0,1,0,0,0
70.0,3,1,1,150000,1,1,1,0,0,0
79.0,4,2,1,183000,0,1,1,0,7,0
50.0,2,1,1,168000,0,0,1,0,0,0
71.0,3,1,1,120000,1,1,1,0,0,0
44.0,1,1,1,125000,0,1,1,0,0,0
39.0,0,1,1,134000,0,1,1,0,0,4
96.0,3,2,1,218000,0,1,1,1,0,0
61.0,3,1,1,150000,0,0,1,0,0,0
66.0,2,1,1,130000,0,1,1,0,3,0
87.0,3,1,1,205000,0,0,1,0,0,0
95.0,3,1,1,159999,0,0,1,0,3,0
57.0,2,1,1,125000,0,0,1,0,0,0
80.0,3,1,1,155000,0,0,1,0,0,0
48.0,2,1,1,105000,0,0,1,0,0,0
63.0,3,1,1,127260,0,0,1,0,3,0
102.0,4,1,1,220000,0,1,1,1,0,0
94.0,3,2,1,260000,0,1,1,0,0,0
100.0,3,2,2,253000,0,0,1,0,0,1
63.0,2,1,1,125000,0,0,1,0,3,0
60.0,2,1,1,140000,0,0,1,0,0,0
81.0,2,2,2,166000,0,0,1,0,0,3
80.0,3,1,1,189000,0,1,1,0,6,0
120.0,3,1,1,269000,0,1,1,0,0,0
55.0,1,1,1,180000,0,1,1,0,0,0
50.0,3,1,1,100000,0,0,1,0,3,0
260.0,4,3,1,899000,1,1,1,1,0,0
50.0,2,1,1,139000,0,0,1,0,0,0
64.0,3,1,1,99900,0,0,1,0,0,0
67.0,3,1,1,238000,0,1,1,0,0,0
117.0,2,1,2,200000,1,1,1,0,2,3
100.0,3,2,1,270000,1,0,1,0,0,0
47.0,2,1,1,195000,1,1,1,0,0,0
78.0,3,1,1,179000,0,1,1,0,0,0
80.0,3,1,1,185000,0,1,1,0,0,0
70.0,3,1,1,169000,0,1,1,0,0,0
130.0,3,2,1,360000,0,1,1,1,0,0
107.0,4,2,1,230000,1,1,1,0,2,0
60.0,2,1,1,185000,0,0,1,0,0,0
77.0,3,1,1,199000,1,0,1,0,0,0
59.0,2,1,1,158900,0,0,1,0,0,0
75.0,3,1,1,138000,1,0,1,0,0,0
61.0,3,1,1,210000,0,0,1,0,1,0
88.0,3,1,1,190000,0,1,1,0,0,0
70.0,2,1,1,200000,0,1,1,1,0,0
75.0,1,1,1,175000,0,0,1,0,0,0
65.0,2,1,1,129000,0,0,1,0,0,0
67.0,2,1,1,120000,1,0,1,0,0,0
53.0,2,1,1,129000,0,0,1,0,0,0
115.0,4,2,1,215000,1,1,1,0,0,0
80.0,2,2,1,240000,0,1,1,1,7,0
67.0,3,1,1,135000,1,0,1,1,0,0
54.0,2,1,1,129000,0,0,1,0,0,0
75.0,3,1,1,172000,0,0,1,0,0,0
93.0,3,1,1,219000,1,1,1,0,0,0
110.0,4,2,1,235000,0,0,1,0,3,0
53.0,2,1,1,117000,0,1,1,0,0,0
96.0,4,2,1,265000,0,1,1,0,0,0
75.0,2,1,1,139000,1,1,1,0,1,0
104.0,3,3,1,350000,0,1,1,0,0,0
120.0,4,2,1,290000,0,1,1,1,0,0
70.0,2,1,1,150000,0,0,1,0,4,0
63.0,2,1,1,139000,0,0,1,0,0,0
65.0,3,1,1,126000,0,0,1,0,0,0
71.0,3,1,1,170000,0,0,1,0,0,0
122.0,3,2,1,380000,0,1,1,1,4,0
80.0,3,1,1,198000,0,1,1,0,0,0
130.0,4,2,1,385000,0,1,1,0,0,0
80.0,3,1,1,205000,0,1,1,0,3,0
63.0,2,1,1,220000,0,1,1,0,0,0
80.0,3,1,1,147500,0,1,1,0,0,0
71.0,3,1,1,156600,1,0,1,0,0,0
50.0,1,1,1,150000,0,0,1,0,0,0
71.0,3,1,1,125599,0,0,1,0,1,0
75.0,3,1,1,185000,0,1,1,1,3,0
80.0,2,1,1,152000,1,0,1,0,0,0
70.0,3,1,1,198000,0,1,1,0,0,0
26.0,0,1,1,99900,0,0,1,0,0,2
84.0,3,1,1,270000,0,1,1,1,3,0
53.0,2,1,1,129000,0,0,1,0,0,0
270.0,3,2,1,315000,1,0,0,0,0,0
72.0,3,1,1,139000,0,0,1,0,0,0
54.0,1,1,1,180000,0,1,1,0,3,0
55.0,1,1,1,140000,0,1,1,0,3,0
79.0,4,1,1,170000,1,1,1,0,0,0
160.0,4,2,1,418000,0,1,0,1,0,0
89.0,3,1,1,180000,0,1,1,0,0,0
62.0,3,1,1,126000,0,0,1,0,3,0
73.0,3,1,1,195000,0,0,1,0,0,0
90.0,3,2,1,265000,0,1,1,0,0,0
81.0,2,1,1,230000,0,1,1,0,0,0
103.0,3,1,1,185000,0,1,1,0,0,0
64.0,3,1,1,165000,1,0,1,0,2,0
64.0,2,1,1,150000,0,1,1,0,4,0
89.0,4,1,2,154000,0,1,1,0,0,3
65.0,3,1,1,148270,1,0,1,0,3,0
62.0,3,1,1,148270,0,0,1,0,3,0
65.0,2,1,1,189000,0,0,1,0,0,0
127.0,4,2,1,290000,0,1,1,0,0,4
65.0,2,1,1,110000,1,0,1,0,0,0
127.0,4,2,1,290000,0,1,1,0,0,4
80.0,2,1,1,248000,0,1,1,1,1,0
78.0,1,1,1,209000,0,1,1,0,0,0
43.0,2,1,1,115000,0,0,1,0,0,0
82.0,3,1,1,167000,1,1,1,0,0,0
37.0,1,1,1,154000,0,1,1,0,0,0
100.0,3,2,1,130000,0,0,1,0,0,0
77.0,3,1,1,149000,1,1,1,0,0,0
40.0,1,1,1,155000,0,0,0,0,0,0
67.0,2,1,1,210000,0,0,1,0,0,0
67.0,2,1,1,155000,0,0,1,0,3,0
96.0,4,2,1,270000,0,1,1,0,0,0
77.0,3,1,1,196000,0,1,1,0,0,0
120.0,4,2,1,550000,0,0,1,1,0,1
74.0,3,1,1,229900,0,1,1,0,0,0
95.0,2,1,1,199000,0,0,1,0,0,0
59.0,3,1,1,145000,1,1,1,0,0,0
57.0,2,1,1,134000,0,0,1,0,0,0
130.0,4,2,1,420000,0,1,1,1,0,0
100.0,3,2,1,300000,0,1,1,1,0,0
117.0,4,2,1,365000,0,1,1,1,0,0
80.0,2,1,1,250000,0,1,1,1,7,0
79.0,3,1,1,190000,1,1,1,1,0,0
63.0,3,1,1,134000,1,0,1,0,2,0
93.0,3,1,1,250000,0,1,1,0,0,0
90.0,3,1,1,210000,0,1,1,1,4,0
81.0,1,1,1,222000,0,1,1,0,3,4
46.0,2,1,1,119000,1,0,1,0,3,0
75.0,2,1,1,185000,0,1,1,0,0,0
100.0,4,1,1,369000,1,1,1,0,0,0
46.0,1,1,1,180000,0,1,1,0,0,4
75.0,2,1,1,155000,0,0,1,0,0,0
74.0,3,1,1,220000,0,0,1,0,0,0
78.0,2,1,1,183000,0,1,1,0,0,0
64.0,2,1,1,125000,0,0,1,0,0,0
78.0,2,1,1,154000,1,0,1,0,0,0
80.0,2,1,1,265000,0,1,1,1,0,0
79.0,3,2,1,155000,1,0,1,0,0,0
150.0,4,1,2,209900,0,0,1,0,0,1
127.0,2,1,1,270000,0,1,1,1,0,0
123.0,2,2,1,375000,1,1,1,0,0,0
63.0,2,1,1,220000,0,1,1,0,7,0
71.0,3,1,1,100000,0,1,1,0,0,0
60.0,2,1,1,139900,0,1,1,0,0,0
51.0,1,1,1,148000,0,1,1,0,0,0
50.0,1,1,1,148000,0,1,1,0,0,0
59.0,1,1,1,159000,0,1,0,0,0,0
42.0,1,1,1,128000,0,1,1,0,0,0
62.0,3,1,1,148270,0,1,1,0,0,0
78.0,3,1,1,210000,0,1,1,0,0,0
70.0,3,1,1,111000,1,0,1,0,0,0
85.0,3,1,1,119000,1,0,1,0,0,0
65.0,2,1,1,130000,0,1,1,0,3,0
53.0,2,1,1,129000,0,0,1,0,1,0
71.0,3,1,1,120000,1,0,1,0,5,0
91.0,4,2,1,270000,0,1,1,0,3,0
72.0,3,1,1,155000,0,0,1,1,3,0
76.0,3,1,1,150000,0,1,1,0,3,0
85.0,3,2,1,320000,0,1,1,0,0,0
65.0,2,1,1,115000,0,0,1,0,0,0
70.0,3,1,1,188000,0,1,1,0,5,0
136.0,4,2,1,335000,0,1,1,1,0,0
63.0,2,1,1,199000,0,1,1,0,0,0
80.0,3,1,1,220000,0,1,1,0,0,0
95.0,3,2,1,286410,0,1,1,0,0,0
97.0,3,2,1,295650,0,1,1,0,0,0
69.0,2,2,1,124000,0,0,1,0,0,0
63.0,2,1,1,135000,1,1,1,0,0,0
44.0,1,1,1,90000,0,0,1,0,3,0
69.0,2,1,1,236000,0,1,1,0,7,0
75.0,2,1,1,150000,0,1,1,0,0,0
70.0,0,2,1,210000,0,1,1,1,0,2
81.0,3,1,2,169000,0,1,1,0,3,3
63.0,3,1,1,132000,0,0,1,0,2,0
65.0,3,1,1,126000,0,1,1,0,0,0
52.0,1,1,1,157000,0,1,1,0,0,0
56.0,2,1,1,134000,0,1,1,0,0,0
190.0,5,3,1,490000,0,1,1,1,0,0
73.0,2,1,1,139000,0,0,1,0,6,0
73.0,2,1,1,250000,0,1,1,0,0,0
62.0,2,1,1,145000,0,1,1,0,3,0
90.0,1,1,1,312000,0,1,1,1,6,4
88.0,3,1,1,279000,0,1,1,0,0,0
65.0,2,1,1,132000,0,0,1,0,0,0
74.0,3,1,1,169000,0,1,1,0,0,0
64.0,2,1,1,128000,1,1,0,0,0,0
202.0,5,2,1,640000,1,1,1,1,0,0
75.0,3,1,1,244500,1,1,1,1,0,0
79.0,3,1,1,179900,0,1,1,0,0,0
47.0,1,1,1,180000,0,0,1,0,0,0
72.0,1,1,1,162000,0,0,1,0,3,0
105.0,1,1,1,245000,0,1,1,0,0,0
119.0,3,2,1,348000,1,1,1,0,3,0
121.0,4,2,1,369000,0,1,1,1,2,0
81.0,3,1,2,195000,0,1,1,0,0,3
85.0,2,1,1,215000,0,0,1,0,0,0
56.0,3,1,1,108000,0,1,1,0,0,0
88.0,3,2,1,198000,0,1,1,0,0,0
112.0,5,3,1,165000,0,0,1,0,0,0
129.0,4,2,1,391000,0,1,1,1,0,0
120.0,3,2,1,330000,0,1,1,1,0,0
87.0,3,1,1,275000,0,1,1,0,3,0
129.0,4,2,1,220000,0,0,1,0,3,0
92.0,3,1,1,209000,0,1,1,0,0,0
41.0,2,1,1,105000,0,0,1,0,3,0
74.0,2,1,1,159000,0,0,1,0,0,0
52.0,2,1,1,108000,0,0,1,0,0,0
70.0,2,1,1,186000,0,0,1,0,0,0
59.0,3,1,1,125900,1,0,0,0,0,0
140.0,4,2,1,560000,0,1,1,1,0,0
78.0,2,2,1,275000,0,1,1,0,0,0
86.0,3,1,1,267000,0,1,1,0,0,0
74.0,2,1,1,132000,0,1,1,0,3,0
84.0,3,2,1,198000,0,1,1,0,2,0
75.0,3,2,1,179900,0,0,1,1,0,0
87.0,3,2,3,186000,1,0,1,0,0,1
110.0,3,2,1,259500,0,1,1,0,2,0
63.0,1,1,1,179900,0,1,1,0,0,0
70.0,4,1,3,143400,0,0,1,0,3,1
110.0,3,1,1,227500,0,1,1,0,0,0
55.0,1,1,1,90000,0,0,0,0,0,0
66.0,2,2,1,194500,0,1,1,0,0,0
72.0,1,1,1,189500,0,1,1,0,0,4
69.0,2,2,1,210500,0,1,1,0,0,0
65.0,1,1,1,220000,0,1,1,1,4,0
59.0,1,1,1,167500,0,1,1,0,0,0
109.0,5,2,4,336000,0,0,1,0,3,1
60.0,2,2,1,125900,1,0,0,0,0,0
97.0,3,1,1,159900,1,1,1,0,0,0
76.0,3,1,1,210000,1,1,1,0,3,0
60.0,2,2,1,99000,1,0,1,0,2,0
51.0,2,1,1,125000,0,0,1,0,3,0
67.0,3,1,2,150000,1,0,1,0,3,1
72.0,3,1,1,175000,1,1,1,0,0,0
64.0,2,1,1,145000,1,1,1,0,0,0
132.0,4,2,1,380000,0,1,1,1,0,0
62.0,2,1,1,126000,0,0,1,0,0,0
80.0,2,2,1,279900,0,1,1,1,0,0
200.0,5,2,1,389000,1,1,1,0,0,0
47.0,1,1,1,116000,0,1,1,0,0,0
135.0,4,2,1,390000,0,1,1,1,0,0
49.0,0,1,1,150000,0,0,1,0,0,2
75.0,3,1,1,151900,1,1,1,1,1,0
80.0,3,1,2,142500,0,0,0,0,3,3
63.0,2,1,1,125000,1,0,1,0,0,0
65.0,2,1,1,126000,0,0,1,0,0,0
71.0,2,1,1,300000,0,1,1,0,0,0
75.0,2,1,1,195000,0,1,1,1,0,0
88.0,2,1,1,160000,0,0,1,0,3,0
117.0,4,2,1,405000,0,1,1,0,0,0
136.0,4,2,1,369000,0,0,1,1,0,0
138.0,4,3,1,449900,0,1,1,0,0,0
62.0,1,1,1,115000,0,0,1,0,3,0
122.0,3,2,1,349000,0,1,1,0,1,0
92.0,3,1,1,226000,0,1,1,0,3,0
91.0,3,2,1,256250,0,1,1,0,0,0
48.0,0,1,1,235000,0,1,1,0,7,4
58.0,2,1,1,123000,0,0,1,0,0,0
41.0,2,1,1,105000,0,0,1,0,3,0
60.0,2,1,1,145000,0,0,1,0,0,0
76.0,3,1,1,199000,0,1,1,0,0,0
55.0,2,1,1,130000,0,0,1,0,1,0
145.0,4,2,1,295000,0,1,1,1,1,0
70.0,2,2,1,165000,1,1,1,0,0,0
69.0,2,1,1,144999,0,1,1,0,1,0
187.0,3,1,2,349000,1,0,1,0,0,3
60.0,3,2,1,158000,0,0,1,0,4,0
123.0,3,2,1,395000,1,1,1,0,3,4
27.0,0,1,1,94900,0,0,1,0,2,2
78.0,1,1,1,165000,0,0,1,0,3,0
56.0,3,1,1,170000,0,0,1,0,3,0
137.0,4,2,1,355000,0,1,1,1,4,0
140.0,3,2,1,280000,0,1,1,0,3,0
86.0,2,2,1,305000,0,1,1,1,1,0
127.0,3,1,3,600000,0,0,1,1,1,1
50.0,1,1,1,120000,0,1,1,0,0,0
45.0,2,1,1,129000,0,0,1,0,0,0
73.0,3,1,1,155000,0,1,1,0,0,0
70.0,3,1,1,137900,1,1,1,0,1,0
113.0,4,2,1,340000,0,1,1,0,2,0
75.0,3,1,1,160000,0,1,1,0,2,0
80.0,2,1,1,116000,0,1,1,1,0,0
70.0,2,1,1,137000,0,0,1,1,1,0
95.0,3,2,1,189000,1,1,1,0,0,0
86.0,3,1,1,169000,0,1,1,0,0,0
144.0,2,1,1,310000,0,0,1,0,0,0
62.0,2,1,1,175000,0,0,1,0,1,0
48.0,1,1,1,119900,0,0,1,0,0,0
72.0,2,1,1,135000,1,0,1,0,3,0
30.0,1,1,1,95000,0,1,1,0,0,0
40.0,2,1,1,73000,0,0,1,0,0,0
94.0,2,2,2,229000,0,0,1,0,0,3
70.0,3,1,1,145000,0,0,1,0,0,0
96.0,4,1,1,225000,0,1,1,0,3,0
80.0,2,2,1,275000,0,1,1,0,0,0
60.0,2,1,1,126000,0,1,1,0,0,0
129.0,4,2,1,220000,0,0,1,0,3,0
180.0,3,2,1,490000,0,1,1,1,0,4
63.0,3,1,1,159900,1,1,1,0,2,0
75.0,3,1,1,120000,0,0,1,0,0,0
97.0,3,1,1,163000,1,1,1,0,0,0
52.0,2,1,1,210000,0,1,1,0,0,0
200.0,5,2,1,239900,0,0,1,0,0,0
68.0,2,1,1,209000,0,0,1,0,0,0
70.0,2,1,1,218000,0,1,1,0,3,0
80.0,3,1,1,260000,0,1,1,0,0,0
78.0,2,1,1,155000,1,0,1,0,0,0
60.0,2,1,1,119000,0,0,1,0,1,0
70.0,3,1,1,145000,0,0,1,1,1,0
98.0,3,2,1,287000,0,1,1,1,0,0
63.0,3,1,1,140000,0,1,1,0,0,0
75.0,3,1,1,169990,0,1,1,0,0,0
100.0,4,2,1,299000,0,1,1,1,3,0
60.0,2,1,1,129990,0,0,1,0,0,0
65.0,3,1,1,150000,0,0,1,0,0,0
107.0,3,2,1,459000,0,1,1,0,4,0
87.0,3,2,2,189000,1,0,1,0,0,1
87.0,3,1,1,275000,0,1,1,0,2,0
95.0,3,2,1,240000,1,1,1,0,0,0
150.0,4,2,1,369000,0,1,1,1,0,0
57.0,1,1,1,159000,0,1,1,0,6,0
79.0,3,1,1,235000,0,1,1,0,0,0
79.0,4,1,1,179990,0,0,1,0,0,0
